,title,category
0,총 든 사진 올린 이근      특수작전팀 구성 기밀임무 수행 ,Social
1,총 든 사진 올린 이근  특수팀꾸려 기밀임무 수행중 ,Social
2,청주 산부인과 병원 화재 피해액   억원 집계,Social
3,윤석열  검찰총장 징계 취소 소송   다음달  심 시작,Social
4,한마리  만원  대통령도 민감한 치킨값,Social
5,한밤중 차량 테러 잔디운동장 몰래 들어와  빙글빙글 ,Social
6,  번지시선  윤 당선인  정순택 대주교와 차담 무료 급식소 봉사  ,Social
7, 남자만 리더 되는 세상에 딸들을 밀어넣고 싶지 않다 ,Social
8,이근  우크라서 생존 신고      특수작전팀 꾸려 직접적인 공세 참여 ,Social
9, 돼지껍데기로 연습했어  과거 연인 흉기로 위협한   대 실형,Social
10, 돼지껍데기로 연습까지 했다  전여친에 흉기 들이댄   대,Social
11, 아빠  부르며 계좌번호 물어 은행 지점장 출신도 당했다,Social
12,광주 학동참사 수습 지자체  현대산업개발에  억 천만원 청구,Social
13,우크라 협상 기대에 원 달러 환율   원 급락       원,Social
14,총 든 이근  우크라서 특수작전팀 꾸려 기밀임무 수행 중 ,Social
15,인수위  코로나 정점 지나면 영업시간 제한 즉시 철폐 ,Social
16, 누적된 적대감 방화로 표출   강릉 동해 산불 부른   대 구속 기소,Social
17, 유튜브 보고 공부했다  전 여친 감금 위협   대 실형 선고,Social
18, 종합   날 쫓아내  피해망상에 토치 방화로 옥계 대형 산불 낸   대 기소,Social
19,이인화 전 청와대 행정관  남양주시장 출마 선언,Social
20,총 든 사진 올린 이근      특수작전팀 구성 기밀임무 수행 ,Social
21,총 든 사진 올린 이근  특수팀꾸려 기밀임무 수행중 ,Social
22,청주 산부인과 병원 화재 피해액   억원 집계,Social
23,평택시   쌍용차 회생 위해 새 인수기업 조속 선정되기를 ,Social
24, 가평계곡 살인 용의자  아내 내연남   개월째 도주중  공개수배 전환,Social
25,위중증     명대로 역대 최다 사망자   명 중  명 요양병원 시설서 발생,Social
26, 대구 동서 균형발전 견인차  서대구역 개통   일 오전  시  분 정식 운영,Social
27,국민연금 보험료   월부터 최대  만    원 인상,Social
28,소아청소년과 의사회  신속항원검사 실시한 한의원 고발,Social
29,선관위 관리부실  후폭풍  대구 중남구 국회의원 보궐선거 무효소송으로,Social
30,K 직장인들  코로나 속 부당처우 늘었다  연차 업무처리강요 ,Social
31,인수위  방역완화 신중  주문에  전문가  사망자 대책 내놓는게 먼저다 ,Social
32, ET대학포럼     교육부가 죽어서 교육이 살아날 수 있다면,Social
33, 남아   명 성착취  최찬욱  징역   년 너무 길다 ,Social
34, 띠부실  중고 거래한   대    자정에 연락 와서 한 말   대    경악 ,Social
35, 대한민국 국민 여러분께  우크라서 작전 수행 중인 이근이 직접 전한 현재 상황,Social
36, 당근 거래한 아저씨가 황당 문자를    대  의 폭로,Social
37,검찰동우회장 맡은 한상대 전 총장  지난  년은 검찰 암흑기 ,Social
38,두 살배기 딸 굶겨 숨지게 한 친모 의붓아버지 구속기소,Social
39,  회 투여로 완치  CAR T 치료제  킴리아  서울성모병원에서도 맞는다,Social
40,전남 구례군수의 뒤끝   공익신고 청소노동자 인사 조치,Social
41,오미크론 끝나면  월쯤 새 변이  K방역 자찬말고 대비 서둘러야 ,Social
42,방역당국  면역저하자 고령자 중심  차 접종 검토 ,Social
43,코로나   완만한 감소 정부  위중증 최대          명  예측치 낮춰,Social
44,소개팅 앱에서 만난 여성 폭행한   대    잠재적 범죄자 조심해야 ,Social
45,한상대 전 총장  공수처 설치로 검찰권 두 조각 수사지휘권 사라져 ,Social
46, 빚 안 갚는다  사촌형수 살해한   대 구속기소,Social
47,안상수 인천시장 예비후보      인천올림픽 유치 공약,Social
48,전장연  지하철 시위 대신 삭발 투쟁  이준석  이간질 멈춰야  영상 ,Social
49, 폭언보다 무섭다  콜센터 상담사  자살  생각게 한 원인  위는,Social
50, 헌혈난을 포켓몬빵으로 해결하면 어떨까요  제안한 시민 반응은 ,Social
51,경기 여성단체들  윤석열 당선인  여성가족부 공약 폐지  촉구,Social
52,전기자전거로 배달하던   대 트럭에 치여 숨져 경찰 수사,Social
53,   대 남녀 살해  권재찬 절도 혐의  심 선고 또 불출석,Social
54, 노란불 에 선 승용차   톤 트럭이  쾅  누가 더 잘못 ,Social
55, 불통과 무원칙  무책임 규탄  이항진 여주시장  질병관리청 앞서   인 시위 ,Social
56,경찰  성장현 용산구청장  투기 채용비리 의혹  불송치,Social
57, 이성윤 수사외압  사건 재판부   에  피고인 관련 부분만 다뤄야 ,Social
58,아동 성착취물 제작한 최찬욱  형량 너무 무겁다 ,Social
59,뿔난 박범계    대장동 특검  말뚝박나  직권발동 검토하겠다 ,Social
60,한상대 전 검찰총장  검찰  해방 이후 최대 위기 직면 ,Social
61, 확진자도 다치면 직접 치료받아야  vs  일반환자 감염될까 우려 ,Social
62, 코로나 검사  일이나 해   확진자는 퇴사  신종  직장 갑질 ,Social
63,임기말 박범계  대장동 특검 필요   정부 내 특검론 불지피기,Social
64,포항시민연대  하청근로자 숨진 동국제강에  책임자 처벌  촉구,Social
65, 돼지껍데기로 찌르기 연습했어   여친에 흉기 들이댄 그놈,Social
